experiment_id,method_id,method_label,chain,seed_id,seed_value,seed_group,split,n,auc_no_gate,balanced_accuracy,sensitivity,specificity,auc_hard_030,auc_delta_no_gate_minus_hard_030
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S01,777,lucky,locked_external,109,0.90220700152207,0.7505707762557078,0.5833333333333334,0.9178082191780822,0.8808980213089802,0.0213089802130898
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S02,2232016200,lucky,locked_external,109,0.8984018264840182,0.7713089802130898,0.6111111111111112,0.9315068493150684,0.8866057838660578,0.011796042617960412
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S10,8365301900047924020,lucky,locked_external,109,0.9204718417047185,0.764269406392694,0.5833333333333334,0.9452054794520548,0.8987823439878234,0.0216894977168951
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S04,6902826956892357559,moderate,locked_external,109,0.8877473363774734,0.72279299847793,0.5277777777777778,0.9178082191780822,0.8439878234398782,0.04375951293759517
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S05,2712386035810402826,moderate,locked_external,109,0.897640791476408,0.7503805175038052,0.5555555555555556,0.9452054794520548,0.875951293759513,0.02168949771689499
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S11,2817756917657900866,moderate,locked_external,109,0.9033485540334856,0.7503805175038052,0.5555555555555556,0.9452054794520548,0.878234398782344,0.02511415525114158
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S07,11327508419378867602,ordinary,locked_external,109,0.9041095890410958,0.764269406392694,0.5833333333333334,0.9452054794520548,0.8907914764079148,0.013318112633181056
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S08,10762549616907469203,ordinary,locked_external,109,0.9029680365296804,0.7851978691019786,0.6388888888888888,0.9315068493150684,0.8797564687975648,0.023211567732115634
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S12,10694063091131643398,ordinary,locked_external,109,0.8919330289193304,0.743531202435312,0.5555555555555556,0.9315068493150684,0.8869863013698631,0.004946727549467234
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,alpha,S13,4496119368746308026,ordinary,locked_external,109,0.9082952815829528,0.7851978691019786,0.6388888888888888,0.9315068493150684,0.9025875190258752,0.005707762557077611
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S01,777,lucky,locked_external,110,0.884009009009009,0.7852852852852853,0.6111111111111112,0.9594594594594594,0.6595345345345345,0.22447447447447455
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S02,2232016200,lucky,locked_external,110,0.8731231231231231,0.7646396396396397,0.5833333333333334,0.9459459459459459,0.6355105105105106,0.23761261261261257
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S10,8365301900047924020,lucky,locked_external,110,0.8877627627627627,0.7852852852852853,0.6111111111111112,0.9594594594594594,0.6764264264264264,0.2113363363363363
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S04,6902826956892357559,moderate,locked_external,110,0.8806306306306306,0.7785285285285286,0.6111111111111112,0.9459459459459459,0.6715465465465464,0.2090840840840842
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S05,2712386035810402826,moderate,locked_external,110,0.8652402402402403,0.7785285285285286,0.6111111111111112,0.9459459459459459,0.6373873873873874,0.22785285285285284
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S11,2817756917657900866,moderate,locked_external,110,0.8798798798798798,0.7924174174174174,0.6388888888888888,0.9459459459459459,0.6516516516516517,0.22822822822822808
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S07,11327508419378867602,ordinary,locked_external,110,0.8918918918918919,0.7852852852852853,0.6111111111111112,0.9594594594594594,0.6599099099099099,0.23198198198198194
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S08,10762549616907469203,ordinary,locked_external,110,0.8836336336336337,0.7785285285285286,0.6111111111111112,0.9459459459459459,0.6561561561561562,0.22747747747747749
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S12,10694063091131643398,ordinary,locked_external,110,0.8896396396396397,0.7785285285285286,0.6111111111111112,0.9459459459459459,0.6636636636636637,0.22597597597597596
experiment_04_alice_model_no_hard_gate,no_gate_l1_linear,No gate + L1 + Linear,beta,S13,4496119368746308026,ordinary,locked_external,110,0.8776276276276276,0.7991741741741741,0.6388888888888888,0.9594594594594594,0.6722972972972974,0.2053303303303302
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S01,777,lucky,locked_external,110,0.8141891891891891,0.7240990990990992,0.5833333333333334,0.8648648648648649,0.6227477477477478,0.19144144144144137
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S02,2232016200,lucky,locked_external,110,0.8134384384384384,0.7447447447447448,0.6111111111111112,0.8783783783783784,0.6171171171171171,0.1963213213213213
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S10,8365301900047924020,lucky,locked_external,110,0.81493993993994,0.7376126126126126,0.5833333333333334,0.8918918918918919,0.6212462462462462,0.1936936936936937
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S04,6902826956892357559,moderate,locked_external,110,0.8138138138138138,0.7515015015015015,0.6111111111111112,0.8918918918918919,0.6133633633633634,0.2004504504504504
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S05,2712386035810402826,moderate,locked_external,110,0.81006006006006,0.7169669669669669,0.5555555555555556,0.8783783783783784,0.6126126126126127,0.19744744744744736
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S11,2817756917657900866,moderate,locked_external,110,0.8134384384384383,0.7169669669669669,0.5555555555555556,0.8783783783783784,0.618993993993994,0.1944444444444443
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S07,11327508419378867602,ordinary,locked_external,110,0.81006006006006,0.7447447447447448,0.6111111111111112,0.8783783783783784,0.6144894894894894,0.1955705705705706
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S08,10762549616907469203,ordinary,locked_external,110,0.8123123123123124,0.7237237237237237,0.5555555555555556,0.8918918918918919,0.6133633633633634,0.198948948948949
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S12,10694063091131643398,ordinary,locked_external,110,0.8074324324324323,0.7169669669669669,0.5555555555555556,0.8783783783783784,0.6152402402402403,0.19219219219219208
experiment_04_alice_model_no_hard_gate,no_gate_l1_mlp,No gate + L1 + MLP,beta,S13,4496119368746308026,ordinary,locked_external,110,0.8108108108108107,0.7169669669669669,0.5555555555555556,0.8783783783783784,0.6126126126126126,0.19819819819819817
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S01,777,lucky,locked_external,110,0.7503753753753755,0.6835585585585586,0.5833333333333334,0.7837837837837838,0.6460210210210211,0.10435435435435436
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S02,2232016200,lucky,locked_external,110,0.7319819819819819,0.6141141141141141,0.4444444444444444,0.7837837837837838,0.6156156156156155,0.11636636636636644
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S10,8365301900047924020,lucky,locked_external,110,0.7672672672672672,0.6966966966966968,0.5555555555555556,0.8378378378378378,0.6505255255255256,0.11674174174174168
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S04,6902826956892357559,moderate,locked_external,110,0.7421171171171171,0.6768018018018018,0.5833333333333334,0.7702702702702703,0.6478978978978979,0.09421921921921927
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S05,2712386035810402826,moderate,locked_external,110,0.7214714714714715,0.670045045045045,0.5833333333333334,0.7567567567567568,0.6313813813813813,0.09009009009009017
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S11,2817756917657900866,moderate,locked_external,110,0.7533783783783784,0.6768018018018018,0.5833333333333334,0.7702702702702703,0.6313813813813813,0.12199699699699706
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S07,11327508419378867602,ordinary,locked_external,110,0.740990990990991,0.6625375375375375,0.5277777777777778,0.7972972972972973,0.6298798798798799,0.11111111111111105
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S08,10762549616907469203,ordinary,locked_external,110,0.756006006006006,0.6764264264264264,0.5555555555555556,0.7972972972972973,0.6422672672672673,0.11373873873873863
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S12,10694063091131643398,ordinary,locked_external,110,0.7616366366366367,0.6974474474474475,0.6111111111111112,0.7837837837837838,0.664039039039039,0.09759759759759767
experiment_04_alice_model_no_hard_gate,no_gate_l2_linear,No gate + L2 + Linear,beta,S13,4496119368746308026,ordinary,locked_external,110,0.7353603603603603,0.6764264264264264,0.5555555555555556,0.7972972972972973,0.621996996996997,0.11336336336336339
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S01,777,lucky,locked_external,110,0.7102102102102102,0.6760510510510511,0.5277777777777778,0.8243243243243243,0.5108858858858859,0.19932432432432434
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S02,2232016200,lucky,locked_external,110,0.6715465465465464,0.6006006006006006,0.4444444444444444,0.7567567567567568,0.5105105105105104,0.161036036036036
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S10,8365301900047924020,lucky,locked_external,110,0.6835585585585586,0.6415165165165165,0.4722222222222222,0.8108108108108109,0.4763513513513514,0.2072072072072072
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S04,6902826956892357559,moderate,locked_external,110,0.691066066066066,0.6208708708708708,0.4444444444444444,0.7972972972972973,0.5161411411411412,0.17492492492492484
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S05,2712386035810402826,moderate,locked_external,110,0.649024024024024,0.6073573573573574,0.4444444444444444,0.7702702702702703,0.493993993993994,0.15503003003003002
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S11,2817756917657900866,moderate,locked_external,110,0.6925675675675675,0.6069819819819819,0.4166666666666667,0.7972972972972973,0.5045045045045045,0.18806306306306309
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S07,11327508419378867602,ordinary,locked_external,110,0.6854354354354353,0.5998498498498499,0.3888888888888889,0.8108108108108109,0.4898648648648649,0.19557057057057037
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S08,10762549616907469203,ordinary,locked_external,110,0.6445195195195195,0.6077327327327327,0.4722222222222222,0.7432432432432432,0.4864864864864864,0.15803303303303307
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S12,10694063091131643398,ordinary,locked_external,110,0.6426426426426427,0.600975975975976,0.4722222222222222,0.7297297297297297,0.5022522522522523,0.14039039039039036
experiment_04_alice_model_no_hard_gate,no_gate_l2_mlp,No gate + L2 + MLP,beta,S13,4496119368746308026,ordinary,locked_external,110,0.6509009009009009,0.6355105105105106,0.5277777777777778,0.7432432432432432,0.4906156156156155,0.1602852852852854
