experiment_id,method_id,method_label,chain,seed_id,seed_value,seed_group,split,n,auc,balanced_accuracy,sensitivity,specificity
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S10,8365301900047924020,lucky,internal_oof,169,0.6818111214662939,0.6272134203168687,0.5517241379310345,0.7027027027027027
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S04,6902826956892357559,moderate,internal_oof,169,0.6729574401988194,0.6309412861136998,0.5862068965517241,0.6756756756756757
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S05,2712386035810402826,moderate,internal_oof,169,0.6810344827586206,0.6493476234855545,0.5689655172413793,0.7297297297297297
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S11,2817756917657900866,moderate,internal_oof,169,0.6630164647406027,0.6272134203168687,0.5517241379310345,0.7027027027027027
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S07,11327508419378867602,ordinary,internal_oof,169,0.6623951537744641,0.6272134203168687,0.5517241379310345,0.7027027027027027
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S08,10762549616907469203,ordinary,internal_oof,169,0.6833643988816404,0.617816091954023,0.5689655172413793,0.6666666666666666
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S12,10694063091131643398,ordinary,internal_oof,169,0.6616185150667909,0.6223205964585274,0.5689655172413793,0.6756756756756757
experiment_04_alice_model,alice_l2_linear,L2 + Linear,beta,S13,4496119368746308026,ordinary,internal_oof,169,0.6715594905250079,0.6620844982913948,0.603448275862069,0.7207207207207207
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S01,777,lucky,internal_oof,169,0.7444858651755203,0.6985088536812675,0.5862068965517241,0.8108108108108109
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S02,2232016200,lucky,internal_oof,169,0.7684063373718546,0.7206430568499533,0.603448275862069,0.8378378378378378
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S10,8365301900047924020,lucky,internal_oof,169,0.7556694625660143,0.7034016775396086,0.5689655172413793,0.8378378378378378
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S04,6902826956892357559,moderate,internal_oof,169,0.7755514134824479,0.72103137620379,0.5862068965517241,0.8558558558558559
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S05,2712386035810402826,moderate,internal_oof,169,0.775085430257844,0.7075178626902765,0.5862068965517241,0.8288288288288288
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S11,2817756917657900866,moderate,internal_oof,169,0.7651444547996272,0.6988971730351041,0.5689655172413793,0.8288288288288288
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S07,11327508419378867602,ordinary,internal_oof,169,0.7696489593041317,0.72103137620379,0.5862068965517241,0.8558558558558559
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S08,10762549616907469203,ordinary,internal_oof,169,0.7662317489903697,0.7161385523454489,0.603448275862069,0.8288288288288288
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S12,10694063091131643398,ordinary,internal_oof,169,0.7722895309102206,0.6902764833799316,0.5517241379310345,0.8288288288288288
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,alpha,S13,4496119368746308026,ordinary,internal_oof,169,0.7416899658278969,0.6943926685305996,0.5689655172413793,0.8198198198198198
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S01,777,lucky,internal_oof,169,0.6328828828828829,0.6070208139173656,0.4482758620689655,0.7657657657657657
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S02,2232016200,lucky,internal_oof,169,0.617816091954023,0.6029046287666977,0.43103448275862066,0.7747747747747747
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S10,8365301900047924020,lucky,internal_oof,169,0.616107486797142,0.6115253184218701,0.4482758620689655,0.7747747747747747
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S04,6902826956892357559,moderate,internal_oof,169,0.6392513202858031,0.615641503572538,0.46551724137931033,0.7657657657657657
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S05,2712386035810402826,moderate,internal_oof,169,0.6203013358185772,0.6025163094128612,0.4482758620689655,0.7567567567567568
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S11,2817756917657900866,moderate,internal_oof,169,0.6218546132339237,0.6291550170860516,0.46551724137931033,0.7927927927927928
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S07,11327508419378867602,ordinary,internal_oof,169,0.6050792171481827,0.5938956197576888,0.43103448275862066,0.7567567567567568
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S08,10762549616907469203,ordinary,internal_oof,169,0.626359117738428,0.6234855545200373,0.5172413793103449,0.7297297297297297
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S12,10694063091131643398,ordinary,internal_oof,169,0.6355234544889717,0.6242621932277105,0.4827586206896552,0.7657657657657657
experiment_04_alice_model,alice_l2_mlp,L2 + MLP,beta,S13,4496119368746308026,ordinary,internal_oof,169,0.6349021435228333,0.6201460080770426,0.46551724137931033,0.7747747747747747
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S01,777,lucky,locked_external,109,0.8139269406392694,0.785007610350076,0.6111111111111112,0.958904109589041
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S02,2232016200,lucky,locked_external,109,0.8291476407914764,0.7848173515981736,0.5833333333333334,0.9863013698630136
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S10,8365301900047924020,lucky,locked_external,109,0.8192541856925418,0.7570395738203957,0.5277777777777778,0.9863013698630136
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S04,6902826956892357559,moderate,locked_external,109,0.8230593607305936,0.7848173515981736,0.5833333333333334,0.9863013698630136
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S05,2712386035810402826,moderate,locked_external,109,0.8139269406392694,0.7709284627092846,0.5555555555555556,0.9863013698630136
experiment_04_alice_model,alice_l1_linear,L1 + Linear,alpha,S11,2817756917657900866,moderate,locked_external,109,0.8196347031963471,0.7918569254185692,0.6111111111111112,0.9726027397260274
